localminute,grid,dishwasher1,car1,livingroom1,clotheswasher1,office1,lights_plugs1,bathroom1,solar,air1
2018-01-01 19:59:00-06:00,2.678,0.001,0.004,0.217,0.002,0.131,0.029,0.029,-0.007,
2018-01-01 20:00:00-06:00,1.487,0.002,0.004,0.217,0.002,0.13,0.029,0.029,-0.007,
2018-01-01 20:01:00-06:00,1.458,0.002,0.005,0.217,0.002,0.13,0.029,0.029,-0.007,
2018-01-01 20:02:00-06:00,5.365,0.002,0.004,0.217,0.002,0.13,0.029,0.029,-0.008,
2018-01-01 20:03:00-06:00,4.292,0.003,0.007,0.217,0.002,0.13,0.029,0.029,-0.008,
2018-01-01 20:04:00-06:00,1.992,0.003,0.007,0.217,0.002,0.13,0.029,0.029,-0.007,
2018-01-01 20:05:00-06:00,1.55,0.002,0.004,0.217,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 20:06:00-06:00,1.517,0.002,0.005,0.217,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 20:07:00-06:00,1.513,0.002,0.005,0.217,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 20:08:00-06:00,1.461,0.002,0.004,0.216,0.002,0.131,0.029,0.03,-0.007,
2018-01-01 20:09:00-06:00,1.459,0.002,0.004,0.216,0.002,0.131,0.029,0.03,-0.007,
2018-01-01 20:10:00-06:00,1.49,0.002,0.004,0.216,0.002,0.131,0.029,0.03,-0.007,
2018-01-01 20:11:00-06:00,1.597,0.002,0.004,0.216,0.002,0.131,0.029,0.03,-0.007,
2018-01-01 20:12:00-06:00,1.537,0.002,0.004,0.216,0.002,0.132,0.029,0.03,-0.007,
2018-01-01 20:13:00-06:00,1.572,0.002,0.003,0.216,0.002,0.131,0.029,0.03,-0.007,
2018-01-01 20:14:00-06:00,1.575,0.002,0.004,0.216,0.002,0.132,0.029,0.03,-0.007,
2018-01-01 20:15:00-06:00,1.534,0.002,0.004,0.216,0.002,0.131,0.029,0.03,-0.007,
2018-01-01 20:16:00-06:00,1.528,0.002,0.005,0.216,0.002,0.131,0.029,0.03,-0.007,
2018-01-01 20:17:00-06:00,1.499,0.002,0.004,0.216,0.002,0.13,0.029,0.029,-0.007,
2018-01-01 20:18:00-06:00,1.498,0.002,0.004,0.216,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 20:19:00-06:00,1.458,0.002,0.004,0.216,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 20:20:00-06:00,1.614,0.002,0.004,0.217,0.002,0.13,0.029,0.029,-0.007,
2018-01-01 20:21:00-06:00,1.605,0.002,0.003,0.217,0.002,0.129,0.029,0.029,-0.007,
2018-01-01 20:22:00-06:00,1.609,0.001,0.003,0.217,0.002,0.13,0.029,0.029,-0.007,
2018-01-01 20:23:00-06:00,1.54,0.002,0.003,0.217,0.002,0.129,0.029,0.03,-0.007,
2018-01-01 20:24:00-06:00,1.569,0.002,0.004,0.217,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 20:25:00-06:00,1.426,0.001,0.004,0.217,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 20:26:00-06:00,1.382,0.001,0.004,0.217,0.002,0.13,0.029,0.029,-0.007,
2018-01-01 20:27:00-06:00,1.38,0.001,0.004,0.217,0.002,0.13,0.029,0.03,-0.006,
2018-01-01 20:28:00-06:00,1.341,0.001,0.004,0.217,0.002,0.13,0.029,0.03,-0.006,
2018-01-01 20:29:00-06:00,1.357,0.002,0.004,0.217,0.002,0.13,0.029,0.029,-0.007,
2018-01-01 20:30:00-06:00,1.396,0.002,0.004,0.217,0.002,0.13,0.029,0.029,-0.007,
2018-01-01 20:31:00-06:00,1.414,0.002,0.004,0.217,0.002,0.13,0.029,0.029,-0.007,
2018-01-01 20:32:00-06:00,1.332,0.002,0.004,0.217,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 20:33:00-06:00,1.269,0.002,0.004,0.217,0.002,0.129,0.029,0.03,-0.007,
2018-01-01 20:34:00-06:00,1.259,0.002,0.004,0.217,0.002,0.13,0.018,0.019,-0.007,
2018-01-01 20:35:00-06:00,1.24,0.002,0.004,0.216,0.002,0.129,0.001,0.002,-0.007,
2018-01-01 20:36:00-06:00,1.216,0.002,0.004,0.216,0.002,0.13,0.001,0.001,-0.007,
2018-01-01 20:37:00-06:00,1.297,0.002,0.004,0.216,0.002,0.129,0.001,0.002,-0.007,
2018-01-01 20:38:00-06:00,1.438,0.002,0.004,0.216,0.002,0.129,0.001,0.002,-0.007,
2018-01-01 20:39:00-06:00,1.59,0.002,0.003,0.216,0.002,0.129,0.001,0.001,-0.007,
2018-01-01 20:40:00-06:00,1.57,0.002,0.003,0.216,0.002,0.129,0.001,0.001,-0.007,
2018-01-01 20:41:00-06:00,1.504,0.002,0.004,0.216,0.002,0.129,0.001,0.002,-0.007,
2018-01-01 20:42:00-06:00,1.42,0.002,0.004,0.216,0.002,0.13,0.001,0.002,-0.007,
2018-01-01 20:43:00-06:00,1.424,0.002,0.004,0.216,0.002,0.129,0.009,0.01,-0.007,
2018-01-01 20:44:00-06:00,1.473,0.002,0.004,0.216,0.002,0.129,0.029,0.03,-0.007,
2018-01-01 20:45:00-06:00,1.469,0.002,0.004,0.217,0.002,0.129,0.029,0.029,-0.007,
2018-01-01 20:46:00-06:00,1.435,0.002,0.004,0.217,0.002,0.133,0.029,0.03,-0.007,
2018-01-01 20:47:00-06:00,1.574,0.001,0.004,0.217,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 20:48:00-06:00,1.637,0.001,0.003,0.217,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 20:49:00-06:00,1.737,0.001,0.003,0.217,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 20:50:00-06:00,1.678,0.001,0.004,0.217,0.002,0.13,0.029,0.029,-0.007,
2018-01-01 20:51:00-06:00,1.68,0.001,0.004,0.217,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 20:52:00-06:00,1.66,0.001,0.004,0.218,0.002,0.13,0.007,0.007,-0.007,
2018-01-01 20:53:00-06:00,1.674,0.001,0.004,0.218,0.002,0.132,0.001,0.002,-0.007,
2018-01-01 20:54:00-06:00,1.687,0.001,0.004,0.218,0.002,0.131,0.019,0.02,-0.007,
2018-01-01 20:55:00-06:00,1.697,0.001,0.004,0.218,0.002,0.13,0.029,0.029,-0.007,
2018-01-01 20:56:00-06:00,1.665,0.001,0.004,0.218,0.002,0.13,0.029,0.029,-0.007,
2018-01-01 20:57:00-06:00,1.605,0.002,0.004,0.218,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 20:58:00-06:00,1.642,0.002,0.004,0.218,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 20:59:00-06:00,1.789,0.003,0.004,0.218,0.002,0.129,0.029,0.03,-0.007,
2018-01-01 21:00:00-06:00,1.644,0.002,0.004,0.218,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 21:01:00-06:00,1.55,0.002,0.004,0.218,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 21:02:00-06:00,1.455,0.002,0.004,0.218,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 21:03:00-06:00,1.312,0.002,0.004,0.218,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 21:04:00-06:00,1.188,0.002,0.004,0.218,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 21:05:00-06:00,1.208,0.002,0.005,0.218,0.002,0.131,0.029,0.03,-0.007,
2018-01-01 21:06:00-06:00,1.196,0.002,0.004,0.218,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 21:07:00-06:00,1.171,0.002,0.004,0.218,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 21:08:00-06:00,1.186,0.002,0.004,0.218,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 21:09:00-06:00,1.187,0.002,0.004,0.217,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 21:10:00-06:00,1.226,0.002,0.004,0.217,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 21:11:00-06:00,1.299,0.002,0.005,0.217,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 21:12:00-06:00,1.498,0.002,0.004,0.217,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 21:13:00-06:00,1.479,0.002,0.004,0.217,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 21:14:00-06:00,1.447,0.002,0.004,0.217,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 21:15:00-06:00,1.447,0.002,0.004,0.217,0.002,0.13,0.029,0.03,-0.007,
2018-01-01 21:16:00-06:00,1.431,0.002,0.005,0.217,0.002,0.133,0.029,0.03,-0.007,
2018-01-01 21:17:00-06:00,1.416,0.002,0.004,0.217,0.002,0.128,0.029,0.03,-0.007,
2018-01-01 21:18:00-06:00,1.457,0.002,0.004,0.217,0.002,0.129,0.029,0.03,-0.007,
2018-01-01 21:19:00-06:00,1.581,0.001,0.004,0.218,0.002,0.152,0.029,0.03,-0.007,
2018-01-01 21:20:00-06:00,1.638,0.001,0.004,0.218,0.002,0.142,0.029,0.03,-0.007,
2018-01-01 21:21:00-06:00,1.626,0.001,0.004,0.218,0.002,0.127,0.029,0.03,-0.007,
2018-01-01 21:22:00-06:00,1.629,0.001,0.004,0.218,0.002,0.134,0.029,0.03,-0.007,
2018-01-01 21:23:00-06:00,1.63,0.001,0.004,0.218,0.002,0.134,0.029,0.03,-0.007,
2018-01-01 21:24:00-06:00,1.63,0.001,0.004,0.218,0.002,0.134,0.029,0.03,-0.007,
2018-01-01 21:25:00-06:00,1.538,0.001,0.004,0.218,0.002,0.134,0.029,0.03,-0.007,
2018-01-01 21:26:00-06:00,1.441,0.002,0.004,0.218,0.002,0.133,0.029,0.03,-0.007,
2018-01-01 21:27:00-06:00,1.185,0.002,0.005,0.218,0.002,0.133,0.029,0.03,-0.007,
2018-01-01 21:28:00-06:00,1.165,0.002,0.005,0.218,0.002,0.133,0.029,0.03,-0.007,
2018-01-01 21:29:00-06:00,1.164,0.002,0.004,0.218,0.002,0.133,0.029,0.03,-0.007,
2018-01-01 21:30:00-06:00,1.164,0.002,0.004,0.218,0.002,0.132,0.029,0.03,-0.007,
2018-01-01 21:31:00-06:00,1.164,0.002,0.004,0.218,0.002,0.132,0.029,0.03,-0.007,
2018-01-01 21:32:00-06:00,1.212,0.004,0.004,0.218,0.002,0.133,0.029,0.03,-0.007,
2018-01-01 21:33:00-06:00,1.237,0.019,0.004,0.218,0.002,0.133,0.03,0.03,-0.007,
2018-01-01 21:34:00-06:00,1.339,0.056,0.004,0.218,0.002,0.133,0.029,0.03,-0.007,
2018-01-01 21:35:00-06:00,1.581,0.035,0.004,0.217,0.002,0.132,0.03,0.03,-0.007,
2018-01-01 21:36:00-06:00,1.49,0.034,0.004,0.218,0.002,0.133,0.029,0.03,-0.007,
2018-01-01 21:37:00-06:00,1.477,0.034,0.004,0.217,0.002,0.133,0.03,0.03,-0.007,
2018-01-01 21:38:00-06:00,1.475,0.035,0.004,0.217,0.002,0.132,0.03,0.03,-0.007,
2018-01-01 21:39:00-06:00,1.507,0.017,0.005,0.217,0.002,0.132,0.03,0.03,-0.007,
2018-01-01 21:40:00-06:00,1.506,0.018,0.004,0.217,0.002,0.133,0.03,0.03,-0.007,
2018-01-01 21:41:00-06:00,1.477,0.034,0.005,0.217,0.002,0.132,0.03,0.03,-0.007,
2018-01-01 21:42:00-06:00,1.497,0.063,0.004,0.218,0.002,0.132,0.03,0.03,-0.007,
2018-01-01 21:43:00-06:00,1.482,0.053,0.005,0.217,0.002,0.131,0.025,0.026,-0.007,
2018-01-01 21:44:00-06:00,1.521,0.061,0.004,0.217,0.002,0.13,0.001,0.001,-0.007,
2018-01-01 21:45:00-06:00,1.53,0.052,0.004,0.217,0.002,0.13,0.001,0.002,-0.007,
2018-01-01 21:46:00-06:00,1.38,0.043,0.003,0.217,0.002,0.129,0.001,0.001,-0.007,
2018-01-01 21:47:00-06:00,1.333,0.019,0.003,0.217,0.002,0.129,0.01,0.01,-0.007,
2018-01-01 21:48:00-06:00,1.361,0.014,0.003,0.217,0.002,0.128,0.028,0.028,-0.007,
2018-01-01 21:49:00-06:00,1.912,0.636,0.002,0.218,0.003,0.13,0.027,0.028,-0.006,
2018-01-01 21:50:00-06:00,2.021,0.839,0.002,0.215,0.004,0.13,0.027,0.028,-0.006,
2018-01-01 21:51:00-06:00,1.797,0.864,0.002,0.174,0.003,0.129,0.015,0.016,-0.006,
2018-01-01 21:52:00-06:00,1.815,0.864,0.002,0.174,0.003,0.13,0.0,0.002,-0.006,
2018-01-01 21:53:00-06:00,1.814,0.865,0.002,0.174,0.003,0.129,0.0,0.002,-0.006,
2018-01-01 21:54:00-06:00,1.78,0.865,0.002,0.174,0.003,0.129,0.0,0.002,-0.006,
2018-01-01 21:55:00-06:00,1.645,0.864,0.002,0.174,0.003,0.129,0.0,0.001,-0.006,
2018-01-01 21:56:00-06:00,1.642,0.86,0.002,0.174,0.003,0.129,0.0,0.001,-0.006,
2018-01-01 21:57:00-06:00,1.651,0.859,0.002,0.174,0.003,0.129,0.0,0.002,-0.006,
2018-01-01 21:58:00-06:00,1.65,0.86,0.002,0.174,0.003,0.135,0.0,0.001,-0.006,
2018-01-01 21:59:00-06:00,1.705,0.85,0.002,0.174,0.003,0.135,0.0,0.001,-0.006,
2018-01-01 22:00:00-06:00,2.563,0.861,0.803,0.174,0.003,0.134,0.0,0.002,-0.006,
2018-01-01 22:01:00-06:00,4.033,0.853,2.188,0.174,0.003,0.134,0.0,0.002,-0.006,
2018-01-01 22:02:00-06:00,3.568,0.853,1.854,0.118,0.003,0.133,0.0,0.001,-0.006,
2018-01-01 22:03:00-06:00,3.224,0.854,1.451,0.109,0.003,0.194,0.0,0.001,-0.006,
2018-01-01 22:04:00-06:00,4.226,0.84,2.459,0.11,0.003,0.216,0.0,0.002,-0.006,
2018-01-01 22:05:00-06:00,4.158,0.853,2.439,0.036,0.003,0.227,0.0,0.002,-0.006,
2018-01-01 22:06:00-06:00,4.198,0.853,2.436,0.003,0.003,0.274,0.0,0.002,-0.006,
2018-01-01 22:07:00-06:00,4.247,0.851,2.434,0.003,0.003,0.307,0.0,0.001,-0.006,
2018-01-01 22:08:00-06:00,4.223,0.85,2.432,0.003,0.003,0.306,0.0,0.002,-0.006,
2018-01-01 22:09:00-06:00,4.249,0.842,2.431,0.003,0.003,0.306,0.0,0.001,-0.006,
2018-01-01 22:10:00-06:00,3.985,0.856,2.115,0.003,0.003,0.305,0.0,0.001,-0.006,
2018-01-01 22:11:00-06:00,2.186,0.859,0.216,0.003,0.003,0.306,0.0,0.002,-0.006,
2018-01-01 22:12:00-06:00,2.072,0.857,0.001,0.002,0.003,0.306,0.0,0.002,-0.006,
2018-01-01 22:13:00-06:00,1.904,0.856,0.001,0.003,0.003,0.305,0.0,0.001,-0.006,
2018-01-01 22:14:00-06:00,1.826,0.847,0.001,0.003,0.003,0.305,0.0,0.001,-0.006,
2018-01-01 22:15:00-06:00,1.675,0.861,0.001,0.003,0.003,0.306,0.0,0.001,-0.006,
2018-01-01 22:16:00-06:00,0.936,0.195,0.002,0.002,0.002,0.307,0.015,0.015,-0.006,
2018-01-01 22:17:00-06:00,0.799,0.062,0.002,0.002,0.002,0.229,0.028,0.028,-0.006,
2018-01-01 22:18:00-06:00,0.874,0.062,0.002,0.002,0.002,0.236,0.028,0.029,-0.006,
2018-01-01 22:19:00-06:00,0.87,0.053,0.002,0.002,0.002,0.249,0.028,0.029,-0.006,
2018-01-01 22:20:00-06:00,0.897,0.064,0.002,0.002,0.002,0.248,0.028,0.029,-0.006,
2018-01-01 22:21:00-06:00,0.894,0.062,0.002,0.002,0.002,0.245,0.003,0.004,-0.006,
2018-01-01 22:22:00-06:00,0.874,0.062,0.002,0.002,0.002,0.244,0.001,0.001,-0.006,
2018-01-01 22:23:00-06:00,0.878,0.063,0.002,0.002,0.002,0.243,0.001,0.001,-0.006,
2018-01-01 22:24:00-06:00,0.812,0.054,0.002,0.002,0.002,0.242,0.001,0.001,-0.006,
2018-01-01 22:25:00-06:00,1.479,0.577,0.001,0.002,0.003,0.242,0.0,0.001,-0.006,
2018-01-01 22:26:00-06:00,1.747,0.861,0.001,0.003,0.003,0.239,0.0,0.002,-0.006,
2018-01-01 22:27:00-06:00,1.744,0.858,0.001,0.003,0.003,0.217,0.0,0.001,-0.006,
2018-01-01 22:28:00-06:00,1.772,0.859,0.001,0.003,0.003,0.217,0.0,0.001,-0.006,
2018-01-01 22:29:00-06:00,1.753,0.85,0.001,0.002,0.003,0.216,0.007,0.009,-0.006,
2018-01-01 22:30:00-06:00,1.744,0.863,0.001,0.003,0.003,0.217,0.017,0.018,-0.006,
2018-01-01 22:31:00-06:00,1.327,0.446,0.002,0.002,0.003,0.215,0.0,0.001,-0.006,
2018-01-01 22:32:00-06:00,0.962,0.063,0.002,0.002,0.002,0.215,0.001,0.001,-0.007,
2018-01-01 22:33:00-06:00,1.035,0.063,0.002,0.002,0.002,0.216,0.001,0.001,-0.007,
2018-01-01 22:34:00-06:00,1.052,0.033,0.002,0.002,0.002,0.215,0.001,0.001,-0.007,
2018-01-01 22:35:00-06:00,1.074,0.024,0.002,0.002,0.002,0.214,0.001,0.001,-0.007,
2018-01-01 22:36:00-06:00,1.047,0.012,0.002,0.002,0.002,0.214,0.001,0.001,-0.007,
2018-01-01 22:37:00-06:00,0.958,0.059,0.002,0.002,0.002,0.213,0.001,0.001,-0.007,
2018-01-01 22:38:00-06:00,0.903,0.062,0.002,0.002,0.002,0.213,0.001,0.001,-0.007,
2018-01-01 22:39:00-06:00,0.7,0.062,0.002,0.002,0.002,0.212,0.001,0.001,-0.006,
2018-01-01 22:40:00-06:00,0.7,0.06,0.002,0.002,0.002,0.213,0.001,0.001,-0.006,
2018-01-01 22:41:00-06:00,0.71,0.062,0.002,0.002,0.002,0.215,0.001,0.001,-0.006,
2018-01-01 22:42:00-06:00,0.75,0.062,0.002,0.002,0.002,0.214,0.001,0.001,-0.006,
2018-01-01 22:43:00-06:00,0.738,0.053,0.002,0.002,0.002,0.214,0.001,0.001,-0.006,
2018-01-01 22:44:00-06:00,0.703,0.062,0.002,0.002,0.002,0.213,0.001,0.001,-0.006,
2018-01-01 22:45:00-06:00,0.727,0.062,0.002,0.002,0.002,0.215,0.001,0.001,-0.006,
2018-01-01 22:46:00-06:00,0.876,0.06,0.001,0.002,0.002,0.214,0.001,0.002,-0.007,
2018-01-01 22:47:00-06:00,0.912,0.06,0.001,0.002,0.002,0.215,0.001,0.001,-0.006,
2018-01-01 22:48:00-06:00,0.85,0.061,0.002,0.002,0.002,0.215,0.001,0.001,-0.006,
2018-01-01 22:49:00-06:00,1.065,0.02,0.002,0.002,0.002,0.214,0.001,0.001,-0.007,
2018-01-01 22:50:00-06:00,1.081,0.021,0.002,0.002,0.002,0.214,0.001,0.001,-0.007,
2018-01-01 22:51:00-06:00,1.157,0.157,0.002,0.002,0.002,0.214,0.0,0.001,-0.007,
2018-01-01 22:52:00-06:00,1.844,0.873,0.001,0.003,0.004,0.214,0.0,0.001,-0.006,
2018-01-01 22:53:00-06:00,1.73,0.855,0.001,0.003,0.003,0.214,0.0,0.001,-0.006,
2018-01-01 22:54:00-06:00,1.726,0.868,0.001,0.003,0.003,0.214,0.0,0.001,-0.006,
2018-01-01 22:55:00-06:00,1.711,0.853,0.001,0.003,0.003,0.214,0.0,0.001,-0.006,
2018-01-01 22:56:00-06:00,1.649,0.736,0.001,0.002,0.003,0.214,0.0,0.001,-0.006,
2018-01-01 22:57:00-06:00,1.024,0.017,0.002,0.002,0.002,0.212,0.001,0.001,-0.007,
2018-01-01 22:58:00-06:00,1.017,0.018,0.002,0.002,0.002,0.212,0.001,0.001,-0.007,
2018-01-01 22:59:00-06:00,1.29,0.306,0.002,0.002,0.002,0.215,0.001,0.001,-0.007,
2018-01-01 23:00:00-06:00,1.832,0.873,0.001,0.003,0.003,0.216,0.0,0.001,-0.006,
2018-01-01 23:01:00-06:00,1.824,0.863,0.001,0.003,0.003,0.217,0.0,0.001,-0.006,
2018-01-01 23:02:00-06:00,1.719,0.853,0.001,0.003,0.003,0.217,0.0,0.001,-0.006,
2018-01-01 23:03:00-06:00,1.706,0.868,0.001,0.003,0.003,0.218,0.0,0.001,-0.006,
2018-01-01 23:04:00-06:00,1.521,0.866,0.001,0.003,0.003,0.218,0.0,0.001,-0.006,
2018-01-01 23:05:00-06:00,1.504,0.853,0.001,0.003,0.003,0.218,0.0,0.002,-0.006,
2018-01-01 23:06:00-06:00,1.516,0.867,0.002,0.003,0.004,0.216,0.0,0.002,-0.006,
2018-01-01 23:07:00-06:00,1.51,0.862,0.001,0.003,0.003,0.215,0.0,0.001,-0.006,
2018-01-01 23:08:00-06:00,1.498,0.851,0.001,0.003,0.003,0.213,0.0,0.002,-0.006,
2018-01-01 23:09:00-06:00,1.512,0.867,0.001,0.003,0.003,0.213,0.0,0.001,-0.006,
2018-01-01 23:10:00-06:00,1.521,0.862,0.002,0.003,0.003,0.213,0.0,0.002,-0.006,
2018-01-01 23:11:00-06:00,1.543,0.849,0.001,0.003,0.003,0.212,0.0,0.001,-0.006,
2018-01-01 23:12:00-06:00,1.584,0.863,0.001,0.003,0.003,0.214,0.0,0.001,-0.006,
2018-01-01 23:13:00-06:00,1.586,0.858,0.001,0.003,0.003,0.213,0.0,0.001,-0.006,
2018-01-01 23:14:00-06:00,1.751,0.847,0.001,0.003,0.003,0.212,0.0,0.001,-0.006,
2018-01-01 23:15:00-06:00,1.798,0.862,0.001,0.003,0.003,0.212,0.0,0.001,-0.006,
2018-01-01 23:16:00-06:00,1.886,0.857,0.001,0.003,0.004,0.212,0.0,0.001,-0.006,
2018-01-01 23:17:00-06:00,1.875,0.847,0.001,0.003,0.004,0.214,0.0,0.001,-0.006,
2018-01-01 23:18:00-06:00,1.932,0.863,0.001,0.003,0.004,0.215,0.0,0.001,-0.006,
2018-01-01 23:19:00-06:00,1.919,0.858,0.001,0.003,0.004,0.215,0.0,0.002,-0.006,
2018-01-01 23:20:00-06:00,1.87,0.849,0.001,0.003,0.004,0.216,0.0,0.001,-0.006,
2018-01-01 23:21:00-06:00,1.883,0.863,0.001,0.003,0.004,0.217,0.0,0.001,-0.006,
2018-01-01 23:22:00-06:00,1.848,0.859,0.001,0.003,0.003,0.217,0.0,0.001,-0.006,
2018-01-01 23:23:00-06:00,1.854,0.847,0.002,0.003,0.003,0.216,0.0,0.001,-0.006,
2018-01-01 23:24:00-06:00,1.867,0.86,0.001,0.003,0.003,0.216,0.0,0.001,-0.006,
2018-01-01 23:25:00-06:00,1.9,0.854,0.001,0.003,0.003,0.212,0.0,0.002,-0.006,
2018-01-01 23:26:00-06:00,1.865,0.845,0.001,0.003,0.003,0.212,0.0,0.001,-0.006,
2018-01-01 23:27:00-06:00,1.737,0.859,0.001,0.003,0.003,0.212,0.0,0.002,-0.006,
2018-01-01 23:28:00-06:00,1.591,0.857,0.001,0.003,0.003,0.211,0.0,0.001,-0.006,
2018-01-01 23:29:00-06:00,1.297,0.641,0.002,0.002,0.003,0.211,0.0,0.001,-0.006,
2018-01-01 23:30:00-06:00,0.703,0.017,0.003,0.002,0.002,0.211,0.001,0.001,-0.006,
2018-01-01 23:31:00-06:00,0.699,0.013,0.003,0.002,0.002,0.211,0.001,0.001,-0.006,
2018-01-01 23:32:00-06:00,0.717,0.001,0.002,0.002,0.002,0.211,0.001,0.001,-0.007,
2018-01-01 23:33:00-06:00,0.732,0.001,0.003,0.002,0.002,0.21,0.001,0.001,-0.007,
2018-01-01 23:34:00-06:00,0.699,0.001,0.002,0.002,0.002,0.209,0.001,0.001,-0.007,
2018-01-01 23:35:00-06:00,0.683,0.001,0.002,0.002,0.002,0.209,0.001,0.001,-0.006,
2018-01-01 23:36:00-06:00,0.702,0.001,0.002,0.002,0.002,0.209,0.015,0.015,-0.006,
2018-01-01 23:37:00-06:00,0.757,0.001,0.003,0.002,0.002,0.209,0.029,0.029,-0.006,
2018-01-01 23:38:00-06:00,0.876,0.001,0.002,0.002,0.002,0.209,0.029,0.029,-0.007,
2018-01-01 23:39:00-06:00,1.014,0.002,0.002,0.002,0.002,0.209,0.029,0.029,-0.007,
2018-01-01 23:40:00-06:00,1.016,0.001,0.002,0.002,0.002,0.209,0.029,0.029,-0.007,
2018-01-01 23:41:00-06:00,0.971,0.002,0.003,0.002,0.002,0.21,0.004,0.005,-0.007,
2018-01-01 23:42:00-06:00,0.943,0.001,0.002,0.002,0.002,0.21,0.001,0.001,-0.007,
2018-01-01 23:43:00-06:00,0.944,0.001,0.002,0.002,0.002,0.211,0.001,0.001,-0.007,
2018-01-01 23:44:00-06:00,0.987,0.001,0.002,0.002,0.002,0.211,0.001,0.001,-0.007,
2018-01-01 23:45:00-06:00,1.064,0.001,0.002,0.002,0.002,0.21,0.001,0.001,-0.007,
2018-01-01 23:46:00-06:00,1.089,0.001,0.002,0.002,0.002,0.21,0.001,0.001,-0.007,
2018-01-01 23:47:00-06:00,1.198,0.001,0.002,0.002,0.002,0.21,0.001,0.001,-0.007,
2018-01-01 23:48:00-06:00,1.18,0.001,0.002,0.002,0.002,0.21,0.001,0.001,-0.007,
2018-01-01 23:49:00-06:00,1.149,0.001,0.002,0.002,0.002,0.21,0.001,0.001,-0.007,
2018-01-01 23:50:00-06:00,1.151,0.001,0.002,0.002,0.002,0.21,0.001,0.001,-0.007,
2018-01-01 23:51:00-06:00,0.954,0.001,0.002,0.002,0.002,0.21,0.001,0.001,-0.007,
2018-01-01 23:52:00-06:00,0.898,0.001,0.002,0.002,0.002,0.209,0.001,0.001,-0.007,
2018-01-01 23:53:00-06:00,0.689,0.001,0.002,0.002,0.002,0.209,0.001,0.001,-0.006,
2018-01-01 23:54:00-06:00,0.734,0.002,0.002,0.002,0.002,0.211,0.001,0.001,-0.007,
2018-01-01 23:55:00-06:00,0.705,0.001,0.002,0.002,0.002,0.179,0.001,0.001,-0.007,
2018-01-01 23:56:00-06:00,0.604,0.001,0.002,0.002,0.002,0.121,0.001,0.001,-0.006,
2018-01-01 23:57:00-06:00,0.633,0.001,0.002,0.002,0.002,0.122,0.001,0.001,-0.007,
2018-01-01 23:58:00-06:00,0.619,0.002,0.002,0.002,0.002,0.122,0.001,0.001,-0.007,
2018-01-01 23:59:00-06:00,0.595,0.001,0.002,0.002,0.002,0.114,0.001,0.001,-0.007,
